COUNTY,CANDIDATE,VOTES,TOTAL,PCT,RACE,PARTY
FANNIN,Tommy Merritt,415,2329,18,Agriculture Commissioner,Republican
FAYETTE,Tommy Merritt,616,3247,19,Agriculture Commissioner,Republican
FISHER,Tommy Merritt,32,212,15,Agriculture Commissioner,Republican
FLOYD,Tommy Merritt,127,850,15,Agriculture Commissioner,Republican
FOARD,Tommy Merritt,0,0,0,Agriculture Commissioner,Republican
FORT BEND,Tommy Merritt,4155,25232,16,Agriculture Commissioner,Republican
FRANKLIN,Tommy Merritt,574,1311,44,Agriculture Commissioner,Republican
FREESTONE,Tommy Merritt,295,2008,15,Agriculture Commissioner,Republican
FRIO,Tommy Merritt,0,0,0,Agriculture Commissioner,Republican
GAINES,Tommy Merritt,334,1279,26,Agriculture Commissioner,Republican
GALVESTON,Tommy Merritt,2699,15908,17,Agriculture Commissioner,Republican
GARZA,Tommy Merritt,70,496,14,Agriculture Commissioner,Republican
GILLESPIE,Tommy Merritt,506,3484,15,Agriculture Commissioner,Republican
GLASSCOCK,Tommy Merritt,32,195,16,Agriculture Commissioner,Republican
GOLIAD,Tommy Merritt,94,823,11,Agriculture Commissioner,Republican
GONZALES,Tommy Merritt,218,1441,15,Agriculture Commissioner,Republican
GRAY,Tommy Merritt,436,1887,23,Agriculture Commissioner,Republican
GRAYSON,Tommy Merritt,2351,9006,26,Agriculture Commissioner,Republican
GREGG,Tommy Merritt,3533,7621,46,Agriculture Commissioner,Republican
GRIMES,Tommy Merritt,301,1494,20,Agriculture Commissioner,Republican
GUADALUPE,Tommy Merritt,2682,10039,27,Agriculture Commissioner,Republican
HALE,Tommy Merritt,570,2176,26,Agriculture Commissioner,Republican
HALL,Tommy Merritt,39,183,21,Agriculture Commissioner,Republican
HAMILTON,Tommy Merritt,62,1227,5,Agriculture Commissioner,Republican
HANSFORD,Tommy Merritt,234,866,27,Agriculture Commissioner,Republican
HARDEMAN,Tommy Merritt,24,155,15,Agriculture Commissioner,Republican
HARDIN,Tommy Merritt,2080,6091,34,Agriculture Commissioner,Republican
HARRIS,Tommy Merritt,22723,123771,18,Agriculture Commissioner,Republican
HARRISON,Tommy Merritt,2179,4692,46,Agriculture Commissioner,Republican
HARTLEY,Tommy Merritt,197,764,26,Agriculture Commissioner,Republican
HASKELL,Tommy Merritt,26,235,11,Agriculture Commissioner,Republican
HAYS,Tommy Merritt,1391,7262,19,Agriculture Commissioner,Republican
HEMPHILL,Tommy Merritt,134,440,30,Agriculture Commissioner,Republican
HENDERSON,Tommy Merritt,1466,7686,19,Agriculture Commissioner,Republican
HIDALGO,Tommy Merritt,912,5230,17,Agriculture Commissioner,Republican
HILL,Tommy Merritt,1001,5054,20,Agriculture Commissioner,Republican
HOCKLEY,Tommy Merritt,313,1584,20,Agriculture Commissioner,Republican
HOOD,Tommy Merritt,1404,7107,20,Agriculture Commissioner,Republican
HOPKINS,Tommy Merritt,521,2726,19,Agriculture Commissioner,Republican
HOUSTON,Tommy Merritt,355,1586,22,Agriculture Commissioner,Republican
HOWARD,Tommy Merritt,632,2605,24,Agriculture Commissioner,Republican
HUDSPETH,Tommy Merritt,0,0,0,Agriculture Commissioner,Republican
HUNT,Tommy Merritt,1187,6850,17,Agriculture Commissioner,Republican
HUTCHINSON,Tommy Merritt,485,2135,23,Agriculture Commissioner,Republican
IRION,Tommy Merritt,40,207,19,Agriculture Commissioner,Republican
JACK,Tommy Merritt,93,787,12,Agriculture Commissioner,Republican
JACKSON,Tommy Merritt,182,1098,17,Agriculture Commissioner,Republican
JASPER,Tommy Merritt,653,2012,32,Agriculture Commissioner,Republican
JEFF DAVIS,Tommy Merritt,31,199,16,Agriculture Commissioner,Republican
JEFFERSON,Tommy Merritt,1941,8938,22,Agriculture Commissioner,Republican
JIM HOGG,Tommy Merritt,2,9,22,Agriculture Commissioner,Republican
JIM WELLS,Tommy Merritt,82,517,16,Agriculture Commissioner,Republican
JOHNSON,Tommy Merritt,1683,10641,16,Agriculture Commissioner,Republican
JONES,Tommy Merritt,248,1502,17,Agriculture Commissioner,Republican
KARNES,Tommy Merritt,20,338,6,Agriculture Commissioner,Republican
KAUFMAN,Tommy Merritt,1472,8196,18,Agriculture Commissioner,Republican
KENDALL,Tommy Merritt,1192,5224,23,Agriculture Commissioner,Republican
KENEDY,Tommy Merritt,2,14,14,Agriculture Commissioner,Republican
KENT,Tommy Merritt,19,95,20,Agriculture Commissioner,Republican
KERR,Tommy Merritt,2252,7364,31,Agriculture Commissioner,Republican
KIMBLE,Tommy Merritt,275,901,31,Agriculture Commissioner,Republican
KING,Tommy Merritt,6,48,13,Agriculture Commissioner,Republican
KINNEY,Tommy Merritt,36,275,13,Agriculture Commissioner,Republican
KLEBERG,Tommy Merritt,134,780,17,Agriculture Commissioner,Republican
KNOX,Tommy Merritt,62,391,16,Agriculture Commissioner,Republican
LAMAR,Tommy Merritt,1483,4662,32,Agriculture Commissioner,Republican
LAMB,Tommy Merritt,166,1207,14,Agriculture Commissioner,Republican
LAMPASAS,Tommy Merritt,392,2220,18,Agriculture Commissioner,Republican
LA SALLE,Tommy Merritt,2,7,29,Agriculture Commissioner,Republican
LAVACA,Tommy Merritt,163,2129,8,Agriculture Commissioner,Republican
LEE,Tommy Merritt,162,949,17,Agriculture Commissioner,Republican
LEON,Tommy Merritt,409,2309,18,Agriculture Commissioner,Republican
LIBERTY,Tommy Merritt,1645,5901,28,Agriculture Commissioner,Republican
LIMESTONE,Tommy Merritt,393,2012,20,Agriculture Commissioner,Republican
LIPSCOMB,Tommy Merritt,171,545,31,Agriculture Commissioner,Republican
LIVE OAK,Tommy Merritt,68,742,9,Agriculture Commissioner,Republican
LLANO,Tommy Merritt,895,3464,26,Agriculture Commissioner,Republican
LOVING,Tommy Merritt,2,7,29,Agriculture Commissioner,Republican
LUBBOCK,Tommy Merritt,5927,20681,29,Agriculture Commissioner,Republican
LYNN,Tommy Merritt,213,893,24,Agriculture Commissioner,Republican
MADISON,Tommy Merritt,308,1495,21,Agriculture Commissioner,Republican
MARION,Tommy Merritt,249,607,41,Agriculture Commissioner,Republican
MARTIN,Tommy Merritt,148,653,23,Agriculture Commissioner,Republican
MASON,Tommy Merritt,232,902,26,Agriculture Commissioner,Republican
MATAGORDA,Tommy Merritt,224,1584,14,Agriculture Commissioner,Republican
MAVERICK,Tommy Merritt,17,74,23,Agriculture Commissioner,Republican
MCCULLOCH,Tommy Merritt,97,1485,7,Agriculture Commissioner,Republican
MCLENNAN,Tommy Merritt,2394,10163,24,Agriculture Commissioner,Republican
MCMULLEN,Tommy Merritt,10,135,7,Agriculture Commissioner,Republican
MEDINA,Tommy Merritt,589,3748,16,Agriculture Commissioner,Republican
MENARD,Tommy Merritt,82,415,20,Agriculture Commissioner,Republican
MIDLAND,Tommy Merritt,2391,10792,22,Agriculture Commissioner,Republican
MILAM,Tommy Merritt,337,2104,16,Agriculture Commissioner,Republican
MILLS,Tommy Merritt,62,737,8,Agriculture Commissioner,Republican
MITCHELL,Tommy Merritt,178,624,29,Agriculture Commissioner,Republican
MONTAGUE,Tommy Merritt,468,2427,19,Agriculture Commissioner,Republican
MONTGOMERY,Tommy Merritt,5140,38584,13,Agriculture Commissioner,Republican
MOORE,Tommy Merritt,359,1218,29,Agriculture Commissioner,Republican
MORRIS,Tommy Merritt,230,552,42,Agriculture Commissioner,Republican
MOTLEY,Tommy Merritt,35,171,20,Agriculture Commissioner,Republican
NACOGDOCHES,Tommy Merritt,1542,4735,33,Agriculture Commissioner,Republican
NAVARRO,Tommy Merritt,463,3889,12,Agriculture Commissioner,Republican
NEWTON,Tommy Merritt,121,420,29,Agriculture Commissioner,Republican
NOLAN,Tommy Merritt,218,919,24,Agriculture Commissioner,Republican
NUECES,Tommy Merritt,1679,10848,15,Agriculture Commissioner,Republican
OCHILTREE,Tommy Merritt,340,846,40,Agriculture Commissioner,Republican
OLDHAM,Tommy Merritt,74,354,21,Agriculture Commissioner,Republican
ORANGE,Tommy Merritt,2857,6886,41,Agriculture Commissioner,Republican
PALO PINTO,Tommy Merritt,424,2706,16,Agriculture Commissioner,Republican
PANOLA,Tommy Merritt,1435,3059,47,Agriculture Commissioner,Republican
PARKER,Tommy Merritt,2160,11730,18,Agriculture Commissioner,Republican
PARMER,Tommy Merritt,204,774,26,Agriculture Commissioner,Republican
PECOS,Tommy Merritt,74,539,14,Agriculture Commissioner,Republican
POLK,Tommy Merritt,929,4893,19,Agriculture Commissioner,Republican
POTTER,Tommy Merritt,1805,6301,29,Agriculture Commissioner,Republican
PRESIDIO,Tommy Merritt,5,13,38,Agriculture Commissioner,Republican
RAINS,Tommy Merritt,186,1074,17,Agriculture Commissioner,Republican
RANDALL,Tommy Merritt,3334,12220,27,Agriculture Commissioner,Republican
REAGAN,Tommy Merritt,54,239,23,Agriculture Commissioner,Republican
REAL,Tommy Merritt,202,807,25,Agriculture Commissioner,Republican
RED RIVER,Tommy Merritt,316,1274,25,Agriculture Commissioner,Republican
REEVES,Tommy Merritt,0,0,0,Agriculture Commissioner,Republican
REFUGIO,Tommy Merritt,80,508,16,Agriculture Commissioner,Republican
ROBERTS,Tommy Merritt,73,258,28,Agriculture Commissioner,Republican
ROBERTSON,Tommy Merritt,231,1097,21,Agriculture Commissioner,Republican
ROCKWALL,Tommy Merritt,1462,7070,21,Agriculture Commissioner,Republican
RUNNELS,Tommy Merritt,346,1417,24,Agriculture Commissioner,Republican
RUSK,Tommy Merritt,2319,4352,53,Agriculture Commissioner,Republican
SABINE,Tommy Merritt,545,1423,38,Agriculture Commissioner,Republican
SAN AUGUSTINE,Tommy Merritt,171,616,28,Agriculture Commissioner,Republican
SAN JACINTO,Tommy Merritt,325,2287,14,Agriculture Commissioner,Republican
SAN PATRICIO,Tommy Merritt,319,2551,13,Agriculture Commissioner,Republican
SAN SABA,Tommy Merritt,71,871,8,Agriculture Commissioner,Republican
SCHLEICHER,Tommy Merritt,71,367,19,Agriculture Commissioner,Republican
SCURRY,Tommy Merritt,542,1493,36,Agriculture Commissioner,Republican
SHACKELFORD,Tommy Merritt,65,403,16,Agriculture Commissioner,Republican
SHELBY,Tommy Merritt,702,2430,29,Agriculture Commissioner,Republican
SHERMAN,Tommy Merritt,118,323,37,Agriculture Commissioner,Republican
SMITH,Tommy Merritt,9189,19379,47,Agriculture Commissioner,Republican
SOMERVELL,Tommy Merritt,127,1531,8,Agriculture Commissioner,Republican
STARR,Tommy Merritt,0,0,0,Agriculture Commissioner,Republican
STEPHENS,Tommy Merritt,310,1574,20,Agriculture Commissioner,Republican
STERLING,Tommy Merritt,87,305,29,Agriculture Commissioner,Republican
STONEWALL,Tommy Merritt,14,46,30,Agriculture Commissioner,Republican
SUTTON,Tommy Merritt,94,566,17,Agriculture Commissioner,Republican
SWISHER,Tommy Merritt,72,391,18,Agriculture Commissioner,Republican
TARRANT,Tommy Merritt,14901,83738,18,Agriculture Commissioner,Republican
TAYLOR,Tommy Merritt,3327,10754,31,Agriculture Commissioner,Republican
TERRELL,Tommy Merritt,18,87,21,Agriculture Commissioner,Republican
TERRY,Tommy Merritt,311,1441,22,Agriculture Commissioner,Republican
THROCKMORTON,Tommy Merritt,77,303,25,Agriculture Commissioner,Republican
TITUS,Tommy Merritt,563,1551,36,Agriculture Commissioner,Republican
TOM GREEN,Tommy Merritt,1797,7280,25,Agriculture Commissioner,Republican
TRAVIS,Tommy Merritt,6050,28174,21,Agriculture Commissioner,Republican
TRINITY,Tommy Merritt,447,1995,22,Agriculture Commissioner,Republican
TYLER,Tommy Merritt,637,2061,31,Agriculture Commissioner,Republican
UPSHUR,Tommy Merritt,1910,3779,51,Agriculture Commissioner,Republican
UPTON,Tommy Merritt,20,103,19,Agriculture Commissioner,Republican
UVALDE,Tommy Merritt,76,1344,6,Agriculture Commissioner,Republican
VAL VERDE,Tommy Merritt,212,1041,20,Agriculture Commissioner,Republican
VAN ZANDT,Tommy Merritt,1113,5611,20,Agriculture Commissioner,Republican
VICTORIA,Tommy Merritt,600,5309,11,Agriculture Commissioner,Republican
WALKER,Tommy Merritt,781,4436,18,Agriculture Commissioner,Republican
WALLER,Tommy Merritt,670,3355,20,Agriculture Commissioner,Republican
WARD,Tommy Merritt,123,572,22,Agriculture Commissioner,Republican
WASHINGTON,Tommy Merritt,766,3757,20,Agriculture Commissioner,Republican
WEBB,Tommy Merritt,182,1066,17,Agriculture Commissioner,Republican
WHARTON,Tommy Merritt,354,3306,11,Agriculture Commissioner,Republican
WHEELER,Tommy Merritt,145,593,24,Agriculture Commissioner,Republican
WICHITA,Tommy Merritt,1877,6778,28,Agriculture Commissioner,Republican
WILBARGER,Tommy Merritt,129,712,18,Agriculture Commissioner,Republican
WILLACY,Tommy Merritt,25,117,21,Agriculture Commissioner,Republican
WILLIAMSON,Tommy Merritt,4952,21087,23,Agriculture Commissioner,Republican
WILSON,Tommy Merritt,412,3578,12,Agriculture Commissioner,Republican
WINKLER,Tommy Merritt,162,676,24,Agriculture Commissioner,Republican
WISE,Tommy Merritt,833,5174,16,Agriculture Commissioner,Republican
WOOD,Tommy Merritt,1647,4550,36,Agriculture Commissioner,Republican
YOAKUM,Tommy Merritt,206,754,27,Agriculture Commissioner,Republican
YOUNG,Tommy Merritt,366,1819,20,Agriculture Commissioner,Republican
ZAPATA,Tommy Merritt,0,0,0,Agriculture Commissioner,Republican
ZAVALA,Tommy Merritt,0,0,0,Agriculture Commissioner,Republican
ANDERSON,Wayne Christian,2682,4962,54,Railroad Commission,Republican
ANDREWS,Wayne Christian,413,1184,35,Railroad Commission,Republican
ANGELINA,Wayne Christian,4620,7879,59,Railroad Commission,Republican
ARANSAS,Wayne Christian,977,2569,38,Railroad Commission,Republican
ARCHER,Wayne Christian,490,1082,45,Railroad Commission,Republican
ARMSTRONG,Wayne Christian,207,448,46,Railroad Commission,Republican
ATASCOSA,Wayne Christian,671,1426,47,Railroad Commission,Republican
AUSTIN,Wayne Christian,1155,3080,38,Railroad Commission,Republican
BAILEY,Wayne Christian,182,422,43,Railroad Commission,Republican
BANDERA,Wayne Christian,1038,2556,41,Railroad Commission,Republican
BASTROP,Wayne Christian,1677,4037,42,Railroad Commission,Republican
BAYLOR,Wayne Christian,211,424,50,Railroad Commission,Republican
BEE,Wayne Christian,377,1101,34,Railroad Commission,Republican
BELL,Wayne Christian,4024,11809,34,Railroad Commission,Republican
BEXAR,Wayne Christian,25222,57128,44,Railroad Commission,Republican
BLANCO,Wayne Christian,634,1361,47,Railroad Commission,Republican
BORDEN,Wayne Christian,79,178,44,Railroad Commission,Republican
BOSQUE,Wayne Christian,1122,2237,50,Railroad Commission,Republican
BOWIE,Wayne Christian,4390,7335,60,Railroad Commission,Republican
BRAZORIA,Wayne Christian,5974,16518,36,Railroad Commission,Republican
BRAZOS,Wayne Christian,2659,9042,29,Railroad Commission,Republican
BREWSTER,Wayne Christian,147,416,35,Railroad Commission,Republican
BRISCOE,Wayne Christian,145,272,53,Railroad Commission,Republican
BROOKS,Wayne Christian,0,0,0,Railroad Commission,Republican
BROWN,Wayne Christian,2612,5061,52,Railroad Commission,Republican
BURLESON,Wayne Christian,420,1000,42,Railroad Commission,Republican
BURNET,Wayne Christian,2092,4931,42,Railroad Commission,Republican
CALDWELL,Wayne Christian,449,1086,41,Railroad Commission,Republican
CALHOUN,Wayne Christian,403,868,46,Railroad Commission,Republican
CALLAHAN,Wayne Christian,749,1473,51,Railroad Commission,Republican
CAMERON,Wayne Christian,1491,3444,43,Railroad Commission,Republican
CAMP,Wayne Christian,387,838,46,Railroad Commission,Republican
CARSON,Wayne Christian,432,889,49,Railroad Commission,Republican
CASS,Wayne Christian,1741,2988,58,Railroad Commission,Republican
CASTRO,Wayne Christian,225,534,42,Railroad Commission,Republican
CHAMBERS,Wayne Christian,1521,3465,44,Railroad Commission,Republican
CHEROKEE,Wayne Christian,2172,4440,49,Railroad Commission,Republican
CHILDRESS,Wayne Christian,261,686,38,Railroad Commission,Republican
CLAY,Wayne Christian,458,1181,39,Railroad Commission,Republican
COCHRAN,Wayne Christian,181,548,33,Railroad Commission,Republican
COKE,Wayne Christian,157,440,36,Railroad Commission,Republican
COLEMAN,Wayne Christian,476,1270,37,Railroad Commission,Republican
COLLIN,Wayne Christian,18824,38976,48,Railroad Commission,Republican
COLLINGSWORTH,Wayne Christian,100,206,49,Railroad Commission,Republican
COLORADO,Wayne Christian,771,2005,38,Railroad Commission,Republican
COMAL,Wayne Christian,5675,12932,44,Railroad Commission,Republican
COMANCHE,Wayne Christian,693,1460,47,Railroad Commission,Republican
CONCHO,Wayne Christian,112,320,35,Railroad Commission,Republican
COOKE,Wayne Christian,1875,3969,47,Railroad Commission,Republican
CORYELL,Wayne Christian,1264,3328,38,Railroad Commission,Republican
COTTLE,Wayne Christian,56,166,34,Railroad Commission,Republican
CRANE,Wayne Christian,300,496,60,Railroad Commission,Republican
CROCKETT,Wayne Christian,22,53,42,Railroad Commission,Republican
CROSBY,Wayne Christian,97,249,39,Railroad Commission,Republican
CULBERSON,Wayne Christian,14,19,74,Railroad Commission,Republican
DALLAM,Wayne Christian,170,404,42,Railroad Commission,Republican
DALLAS,Wayne Christian,29814,72423,41,Railroad Commission,Republican
DAWSON,Wayne Christian,386,1291,30,Railroad Commission,Republican
DEAF SMITH,Wayne Christian,680,1751,39,Railroad Commission,Republican
DELTA,Wayne Christian,424,788,54,Railroad Commission,Republican
DENTON,Wayne Christian,16633,34358,48,Railroad Commission,Republican
DE WITT,Wayne Christian,530,1319,40,Railroad Commission,Republican
DICKENS,Wayne Christian,150,419,36,Railroad Commission,Republican
DIMMIT,Wayne Christian,17,28,61,Railroad Commission,Republican
DONLEY,Wayne Christian,323,651,50,Railroad Commission,Republican
DUVAL,Wayne Christian,0,0,0,Railroad Commission,Republican
EASTLAND,Wayne Christian,1152,2238,51,Railroad Commission,Republican
ECTOR,Wayne Christian,2896,6948,42,Railroad Commission,Republican
EDWARDS,Wayne Christian,95,251,38,Railroad Commission,Republican
ELLIS,Wayne Christian,5303,11698,45,Railroad Commission,Republican
EL PASO,Wayne Christian,3055,8917,34,Railroad Commission,Republican
ERATH,Wayne Christian,1537,3233,48,Railroad Commission,Republican
FALLS,Wayne Christian,305,879,35,Railroad Commission,Republican
FANNIN,Wayne Christian,1072,2257,47,Railroad Commission,Republican
FAYETTE,Wayne Christian,1199,3329,36,Railroad Commission,Republican
FISHER,Wayne Christian,123,204,60,Railroad Commission,Republican
FLOYD,Wayne Christian,368,824,45,Railroad Commission,Republican
FOARD,Wayne Christian,0,0,0,Railroad Commission,Republican
FORT BEND,Wayne Christian,10502,25252,42,Railroad Commission,Republican
FRANKLIN,Wayne Christian,538,1219,44,Railroad Commission,Republican
FREESTONE,Wayne Christian,813,1954,42,Railroad Commission,Republican
FRIO,Wayne Christian,0,0,0,Railroad Commission,Republican
GAINES,Wayne Christian,543,1260,43,Railroad Commission,Republican
GALVESTON,Wayne Christian,5062,16450,31,Railroad Commission,Republican
GARZA,Wayne Christian,190,499,38,Railroad Commission,Republican
GILLESPIE,Wayne Christian,1254,3532,36,Railroad Commission,Republican
GLASSCOCK,Wayne Christian,57,166,34,Railroad Commission,Republican
GOLIAD,Wayne Christian,311,765,41,Railroad Commission,Republican
GONZALES,Wayne Christian,661,1392,47,Railroad Commission,Republican
GRAY,Wayne Christian,844,1870,45,Railroad Commission,Republican
GRAYSON,Wayne Christian,4468,9036,49,Railroad Commission,Republican
GREGG,Wayne Christian,3116,7135,44,Railroad Commission,Republican
GRIMES,Wayne Christian,599,1456,41,Railroad Commission,Republican
GUADALUPE,Wayne Christian,3743,9820,38,Railroad Commission,Republican
HALE,Wayne Christian,907,2144,42,Railroad Commission,Republican
HALL,Wayne Christian,74,174,43,Railroad Commission,Republican
HAMILTON,Wayne Christian,484,1068,45,Railroad Commission,Republican
HANSFORD,Wayne Christian,320,851,38,Railroad Commission,Republican
HARDEMAN,Wayne Christian,50,157,32,Railroad Commission,Republican
HARDIN,Wayne Christian,2787,6134,45,Railroad Commission,Republican
